name,ip,status,latency,datetime
LocalHost,127.0.0.1,1,0.08,2023-11-06 00:08:37
Gateway,192.168.200.1,1,77.95,2023-11-06 00:08:37
LocalHost,127.0.0.1,1,0.07,2023-11-06 00:08:42
Gateway,192.168.200.1,1,2.54,2023-11-06 00:08:42
LocalHost,127.0.0.1,1,0.08,2023-11-06 00:08:47
Gateway,192.168.200.1,1,3.14,2023-11-06 00:08:47
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:08:52
Gateway,192.168.200.1,1,6.78,2023-11-06 00:08:52
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:08:57
Gateway,192.168.200.1,1,4.59,2023-11-06 00:08:57
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:09:02
Gateway,192.168.200.1,1,3.73,2023-11-06 00:09:02
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:09:07
Gateway,192.168.200.1,1,2.17,2023-11-06 00:09:07
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:09:12
Gateway,192.168.200.1,1,90.99,2023-11-06 00:09:12
LocalHost,127.0.0.1,1,0.07,2023-11-06 00:09:22
Gateway,192.168.200.1,1,53.13,2023-11-06 00:09:22
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:09:27
Gateway,192.168.200.1,1,1.52,2023-11-06 00:09:27
LocalHost,127.0.0.1,1,0.08,2023-11-06 00:09:32
Gateway,192.168.200.1,1,2.0,2023-11-06 00:09:32
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:09:37
Gateway,192.168.200.1,1,3.0,2023-11-06 00:09:37
LocalHost,127.0.0.1,1,0.08,2023-11-06 00:09:42
Gateway,192.168.200.1,1,8.36,2023-11-06 00:09:42
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:09:47
Gateway,192.168.200.1,1,10.64,2023-11-06 00:09:47
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:09:52
Gateway,192.168.200.1,1,4.17,2023-11-06 00:09:52
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:09:57
Gateway,192.168.200.1,1,4.15,2023-11-06 00:09:57
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:10:02
Gateway,192.168.200.1,1,6.29,2023-11-06 00:10:02
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:10:07
Gateway,192.168.200.1,1,8.16,2023-11-06 00:10:07
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:10:12
Gateway,192.168.200.1,1,1.85,2023-11-06 00:10:12
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:10:17
Gateway,192.168.200.1,1,1.46,2023-11-06 00:10:17
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:10:22
Gateway,192.168.200.1,1,1.47,2023-11-06 00:10:22
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:10:27
Gateway,192.168.200.1,1,6.17,2023-11-06 00:10:27
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:10:32
Gateway,192.168.200.1,1,2.95,2023-11-06 00:10:32
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:10:37
Gateway,192.168.200.1,1,1.12,2023-11-06 00:10:37
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:10:42
Gateway,192.168.200.1,1,1.94,2023-11-06 00:10:42
LocalHost,127.0.0.1,1,0.34,2023-11-06 00:10:47
Gateway,192.168.200.1,1,36.21,2023-11-06 00:10:47
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:10:52
Gateway,192.168.200.1,1,1.34,2023-11-06 00:10:52
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:10:57
Gateway,192.168.200.1,1,4.92,2023-11-06 00:10:57
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:11:02
Gateway,192.168.200.1,1,1.44,2023-11-06 00:11:02
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:11:07
Gateway,192.168.200.1,1,1.37,2023-11-06 00:11:07
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:11:12
Gateway,192.168.200.1,1,3.46,2023-11-06 00:11:12
LocalHost,127.0.0.1,1,0.06,2023-11-06 00:12:56
Gateway,192.168.200.1,1,27.4,2023-11-06 00:12:56
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:16:35
Gateway,192.168.200.1,1,1.49,2023-11-06 00:16:35
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:16:40
Gateway,192.168.200.1,1,1.35,2023-11-06 00:16:40
LocalHost,127.0.0.1,1,0.07,2023-11-06 00:16:45
Gateway,192.168.200.1,1,88.38,2023-11-06 00:16:45
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:16:50
Gateway,192.168.200.1,1,5.96,2023-11-06 00:16:50
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:16:55
Gateway,192.168.200.1,1,6.53,2023-11-06 00:16:55
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:17:00
Gateway,192.168.200.1,1,188.35,2023-11-06 00:17:01
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:17:06
Gateway,192.168.200.1,0,0,2023-11-06 00:17:07
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:17:12
Gateway,192.168.200.1,0,0,2023-11-06 00:17:13
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:17:18
Gateway,192.168.200.1,1,1.48,2023-11-06 00:17:18
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:17:23
Gateway,192.168.200.1,1,1.5,2023-11-06 00:17:23
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:17:28
Gateway,192.168.200.1,1,1.67,2023-11-06 00:17:28
LocalHost,127.0.0.1,1,0.06,2023-11-06 00:17:33
Gateway,192.168.200.1,1,15.28,2023-11-06 00:17:33
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:17:38
Gateway,192.168.200.1,1,1.48,2023-11-06 00:17:38
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:17:43
Gateway,192.168.200.1,1,1.58,2023-11-06 00:17:43
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:17:48
Gateway,192.168.200.1,1,1.43,2023-11-06 00:17:48
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:17:53
Gateway,192.168.200.1,1,1.48,2023-11-06 00:17:53
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:17:58
Gateway,192.168.200.1,1,1.71,2023-11-06 00:17:58
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:18:03
Gateway,192.168.200.1,1,1.72,2023-11-06 00:18:03
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:18:08
Gateway,192.168.200.1,1,1.66,2023-11-06 00:18:08
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:18:13
Gateway,192.168.200.1,1,1.72,2023-11-06 00:18:13
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:18:18
Gateway,192.168.200.1,1,1.45,2023-11-06 00:18:18
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:18:23
Gateway,192.168.200.1,1,1.48,2023-11-06 00:18:23
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:18:28
Gateway,192.168.200.1,1,2.15,2023-11-06 00:18:28
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:18:33
Gateway,192.168.200.1,1,1.45,2023-11-06 00:18:33
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:18:38
Gateway,192.168.200.1,1,1.78,2023-11-06 00:18:38
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:18:43
Gateway,192.168.200.1,1,1.16,2023-11-06 00:18:43
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:18:48
Gateway,192.168.200.1,1,10.95,2023-11-06 00:18:48
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:18:53
Gateway,192.168.200.1,1,3.8,2023-11-06 00:18:53
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:18:58
Gateway,192.168.200.1,1,4.75,2023-11-06 00:18:58
LocalHost,127.0.0.1,1,0.07,2023-11-06 00:19:03
Gateway,192.168.200.1,1,7.93,2023-11-06 00:19:03
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:19:08
Gateway,192.168.200.1,1,1.41,2023-11-06 00:19:08
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:19:13
Gateway,192.168.200.1,1,1.51,2023-11-06 00:19:13
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:19:18
Gateway,192.168.200.1,1,4.67,2023-11-06 00:19:18
LocalHost,127.0.0.1,1,0.09,2023-11-06 00:19:24
Gateway,192.168.200.1,1,21.58,2023-11-06 00:19:24
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:19:30
Gateway,192.168.200.1,1,3.8,2023-11-06 00:19:30
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:19:35
Gateway,192.168.200.1,1,4.06,2023-11-06 00:19:35
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:19:40
Gateway,192.168.200.1,1,4.32,2023-11-06 00:19:40
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:19:45
Gateway,192.168.200.1,1,1.62,2023-11-06 00:19:45
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:19:50
Gateway,192.168.200.1,1,9.68,2023-11-06 00:19:50
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:19:55
Gateway,192.168.200.1,1,8.28,2023-11-06 00:19:55
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:20:00
Gateway,192.168.200.1,1,5.77,2023-11-06 00:20:00
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:20:05
Gateway,192.168.200.1,1,6.6,2023-11-06 00:20:05
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:20:10
Gateway,192.168.200.1,1,8.91,2023-11-06 00:20:10
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:20:15
Gateway,192.168.200.1,1,1.6,2023-11-06 00:20:15
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:20:20
Gateway,192.168.200.1,1,1.63,2023-11-06 00:20:20
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:20:25
Gateway,192.168.200.1,1,14.66,2023-11-06 00:20:25
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:20:30
Gateway,192.168.200.1,1,4.28,2023-11-06 00:20:30
LocalHost,127.0.0.1,1,0.08,2023-11-06 00:20:35
Gateway,192.168.200.1,1,1.63,2023-11-06 00:20:35
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:20:40
Gateway,192.168.200.1,1,1.67,2023-11-06 00:20:40
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:20:45
Gateway,192.168.200.1,1,2.28,2023-11-06 00:20:45
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:20:50
Gateway,192.168.200.1,1,1.52,2023-11-06 00:20:50
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:20:55
Gateway,192.168.200.1,1,1.71,2023-11-06 00:20:55
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:21:00
Gateway,192.168.200.1,1,1.39,2023-11-06 00:21:00
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:21:05
Gateway,192.168.200.1,1,1.56,2023-11-06 00:21:05
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:21:10
Gateway,192.168.200.1,1,1.56,2023-11-06 00:21:10
LocalHost,127.0.0.1,1,0.14,2023-11-06 00:21:15
Gateway,192.168.200.1,1,1.87,2023-11-06 00:21:15
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:21:20
Gateway,192.168.200.1,1,2.28,2023-11-06 00:21:20
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:21:25
Gateway,192.168.200.1,1,1.5,2023-11-06 00:21:25
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:21:30
Gateway,192.168.200.1,1,1.78,2023-11-06 00:21:30
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:21:35
Gateway,192.168.200.1,1,3.96,2023-11-06 00:21:35
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:21:40
Gateway,192.168.200.1,1,23.75,2023-11-06 00:21:40
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:21:45
Gateway,192.168.200.1,1,2.27,2023-11-06 00:21:45
LocalHost,127.0.0.1,1,0.08,2023-11-06 00:21:50
Gateway,192.168.200.1,1,1.84,2023-11-06 00:21:50
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:21:55
Gateway,192.168.200.1,1,2.18,2023-11-06 00:21:55
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:22:00
Gateway,192.168.200.1,1,1.76,2023-11-06 00:22:00
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:22:05
Gateway,192.168.200.1,1,24.76,2023-11-06 00:22:05
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:22:10
Gateway,192.168.200.1,1,3.09,2023-11-06 00:22:10
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:22:15
Gateway,192.168.200.1,1,1.86,2023-11-06 00:22:15
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:22:20
Gateway,192.168.200.1,1,16.64,2023-11-06 00:22:20
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:22:25
Gateway,192.168.200.1,1,19.56,2023-11-06 00:22:25
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:22:30
Gateway,192.168.200.1,1,5.4,2023-11-06 00:22:30
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:22:35
Gateway,192.168.200.1,1,7.99,2023-11-06 00:22:35
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:22:40
Gateway,192.168.200.1,1,4.57,2023-11-06 00:22:40
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:22:45
Gateway,192.168.200.1,1,1.65,2023-11-06 00:22:45
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:22:50
Gateway,192.168.200.1,1,1.61,2023-11-06 00:22:50
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:22:55
Gateway,192.168.200.1,1,1.46,2023-11-06 00:22:55
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:23:00
Gateway,192.168.200.1,1,6.24,2023-11-06 00:23:00
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:23:06
Gateway,192.168.200.1,1,1.94,2023-11-06 00:23:06
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:23:11
Gateway,192.168.200.1,1,1.43,2023-11-06 00:23:11
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:23:16
Gateway,192.168.200.1,1,2.04,2023-11-06 00:23:16
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:23:21
Gateway,192.168.200.1,1,2.09,2023-11-06 00:23:21
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:23:26
Gateway,192.168.200.1,1,46.68,2023-11-06 00:23:26
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:23:31
Gateway,192.168.200.1,1,4.11,2023-11-06 00:23:31
LocalHost,127.0.0.1,1,0.14,2023-11-06 00:23:36
Gateway,192.168.200.1,1,1.75,2023-11-06 00:23:36
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:23:41
Gateway,192.168.200.1,1,1.22,2023-11-06 00:23:41
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:23:46
Gateway,192.168.200.1,1,18.51,2023-11-06 00:23:46
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:23:51
Gateway,192.168.200.1,1,25.29,2023-11-06 00:23:51
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:23:56
Gateway,192.168.200.1,1,1.61,2023-11-06 00:23:56
LocalHost,127.0.0.1,1,0.07,2023-11-06 00:24:01
Gateway,192.168.200.1,1,1.46,2023-11-06 00:24:01
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:24:06
Gateway,192.168.200.1,1,2.99,2023-11-06 00:24:06
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:24:11
Gateway,192.168.200.1,1,1.81,2023-11-06 00:24:11
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:24:16
Gateway,192.168.200.1,1,1.93,2023-11-06 00:24:16
LocalHost,127.0.0.1,1,0.14,2023-11-06 00:24:21
Gateway,192.168.200.1,1,1.79,2023-11-06 00:24:21
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:24:26
Gateway,192.168.200.1,1,1.63,2023-11-06 00:24:26
LocalHost,127.0.0.1,1,0.09,2023-11-06 00:24:31
Gateway,192.168.200.1,1,29.74,2023-11-06 00:24:31
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:24:36
Gateway,192.168.200.1,1,2.23,2023-11-06 00:24:36
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:24:41
Gateway,192.168.200.1,1,1.7,2023-11-06 00:24:41
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:24:46
Gateway,192.168.200.1,1,1.47,2023-11-06 00:24:46
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:24:51
Gateway,192.168.200.1,1,53.04,2023-11-06 00:24:51
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:24:56
Gateway,192.168.200.1,1,1.43,2023-11-06 00:24:56
LocalHost,127.0.0.1,1,0.13,2023-11-06 00:25:01
Gateway,192.168.200.1,1,1.53,2023-11-06 00:25:01
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:25:06
Gateway,192.168.200.1,1,2.27,2023-11-06 00:25:06
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:25:11
Gateway,192.168.200.1,1,1.71,2023-11-06 00:25:11
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:25:16
Gateway,192.168.200.1,1,1.68,2023-11-06 00:25:16
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:25:21
Gateway,192.168.200.1,1,1.78,2023-11-06 00:25:21
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:25:26
Gateway,192.168.200.1,1,2.85,2023-11-06 00:25:26
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:25:31
Gateway,192.168.200.1,1,1.68,2023-11-06 00:25:31
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:25:36
Gateway,192.168.200.1,1,1.38,2023-11-06 00:25:36
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:25:41
Gateway,192.168.200.1,1,33.4,2023-11-06 00:25:41
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:25:46
Gateway,192.168.200.1,1,23.78,2023-11-06 00:25:46
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:25:51
Gateway,192.168.200.1,1,8.31,2023-11-06 00:25:51
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:25:56
Gateway,192.168.200.1,1,1.6,2023-11-06 00:25:56
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:26:01
Gateway,192.168.200.1,1,2.15,2023-11-06 00:26:01
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:26:06
Gateway,192.168.200.1,1,1.84,2023-11-06 00:26:06
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:26:11
Gateway,192.168.200.1,1,2.61,2023-11-06 00:26:11
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:26:16
Gateway,192.168.200.1,1,1.78,2023-11-06 00:26:16
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:26:22
Gateway,192.168.200.1,1,1.82,2023-11-06 00:26:22
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:26:27
Gateway,192.168.200.1,1,38.76,2023-11-06 00:26:27
LocalHost,127.0.0.1,1,0.14,2023-11-06 00:26:32
Gateway,192.168.200.1,1,1.74,2023-11-06 00:26:32
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:26:37
Gateway,192.168.200.1,1,1.77,2023-11-06 00:26:37
LocalHost,127.0.0.1,1,0.1,2023-11-06 00:26:42
Gateway,192.168.200.1,1,2.27,2023-11-06 00:26:42
LocalHost,127.0.0.1,1,0.1,2023-11-06 00:26:47
Gateway,192.168.200.1,1,3.26,2023-11-06 00:26:47
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:26:52
Gateway,192.168.200.1,1,8.45,2023-11-06 00:26:52
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:26:57
Gateway,192.168.200.1,1,1.69,2023-11-06 00:26:57
LocalHost,127.0.0.1,1,0.15,2023-11-06 00:27:02
Gateway,192.168.200.1,1,1.68,2023-11-06 00:27:02
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:27:07
Gateway,192.168.200.1,1,20.32,2023-11-06 00:27:07
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:27:12
Gateway,192.168.200.1,1,13.9,2023-11-06 00:27:12
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:27:17
Gateway,192.168.200.1,1,1.77,2023-11-06 00:27:17
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:27:22
Gateway,192.168.200.1,1,5.02,2023-11-06 00:27:22
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:27:27
Gateway,192.168.200.1,1,2.31,2023-11-06 00:27:27
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:27:32
Gateway,192.168.200.1,1,1.34,2023-11-06 00:27:32
LocalHost,127.0.0.1,1,0.05,2023-11-06 00:27:37
Gateway,192.168.200.1,1,1.88,2023-11-06 00:27:37
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:27:42
Gateway,192.168.200.1,1,1.61,2023-11-06 00:27:42
LocalHost,127.0.0.1,1,0.22,2023-11-06 00:27:47
Gateway,192.168.200.1,1,1.79,2023-11-06 00:27:47
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:27:52
Gateway,192.168.200.1,1,32.84,2023-11-06 00:27:52
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:27:57
Gateway,192.168.200.1,1,1.77,2023-11-06 00:27:57
LocalHost,127.0.0.1,1,0.14,2023-11-06 00:28:02
Gateway,192.168.200.1,1,1.68,2023-11-06 00:28:02
LocalHost,127.0.0.1,1,0.07,2023-11-06 00:28:07
Gateway,192.168.200.1,1,1.94,2023-11-06 00:28:07
LocalHost,127.0.0.1,1,0.19,2023-11-06 00:28:12
Gateway,192.168.200.1,1,1.76,2023-11-06 00:28:12
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:28:17
Gateway,192.168.200.1,1,1.42,2023-11-06 00:28:17
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:28:22
Gateway,192.168.200.1,1,1.85,2023-11-06 00:28:22
LocalHost,127.0.0.1,1,0.14,2023-11-06 00:28:27
Gateway,192.168.200.1,1,1.93,2023-11-06 00:28:27
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:28:32
Gateway,192.168.200.1,1,11.07,2023-11-06 00:28:32
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:28:37
Gateway,192.168.200.1,1,20.55,2023-11-06 00:28:37
LocalHost,127.0.0.1,1,0.02,2023-11-06 00:28:42
Gateway,192.168.200.1,1,4.6,2023-11-06 00:28:42
LocalHost,127.0.0.1,1,0.07,2023-11-06 00:28:47
Gateway,192.168.200.1,1,4.65,2023-11-06 00:28:47
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:28:52
Gateway,192.168.200.1,1,1.74,2023-11-06 00:28:52
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:28:57
Gateway,192.168.200.1,1,1.79,2023-11-06 00:28:57
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:29:02
Gateway,192.168.200.1,1,1.74,2023-11-06 00:29:02
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:29:07
Gateway,192.168.200.1,1,1.86,2023-11-06 00:29:07
LocalHost,127.0.0.1,1,0.04,2023-11-06 00:29:13
Gateway,192.168.200.1,1,1.67,2023-11-06 00:29:13
LocalHost,127.0.0.1,1,0.03,2023-11-06 00:29:18
Gateway,192.168.200.1,1,53.88,2023-11-06 00:29:18
LocalHost,127.0.0.1,1,0.01,2023-11-06 00:29:23
Gateway,192.168.200.1,1,1.48,2023-11-06 00:29:23
